experiment_id,embedding_model,embedding_type,embedding_dimension,chunk_size,chunk_overlap,chunk_count,id,question,ground_truth_type,question_type,expected_document_1,expected_document_2,retrieved_rank_1_doc_id,retrieved_rank_2_doc_id,retrieved_rank_3_doc_id,retrieved_rank_1_score,retrieved_rank_2_score,retrieved_rank_3_score,hit_at_1,hit_at_3,any_hit_at_1,any_hit_at_3,all_hit_at_3,reciprocal_rank,retrieval_latency_ms
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_030,A cluster operator wants to understand whether logs metrics and traces are separate operational signals. Which Kubernetes document should be retrieved?,single,contextual,k8s_observability,,k8s_observability,k8s_observability,k8s_observability,0.5221903920173645,0.5630514621734619,0.6521910429000854,1,1,1,1,1,1.0,3.908
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_031,A developer expects Kubernetes to preserve container logs forever after restart. Which document explains the logging model and its limits?,single,contextual,k8s_logging_architecture,,k8s_logging_architecture,k8s_logging_architecture,k8s_logging_architecture,0.5574571490287781,0.5668690204620361,0.6155563592910767,1,1,1,1,1,1.0,3.965
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_032,A Service name resolves but requests still fail to reach Pods. Which Kubernetes troubleshooting source is most relevant?,single,single-troubleshooting,k8s_debug_services,,k8s_debug_services,k8s_debug_services,k8s_debug_pods,0.5528262853622437,0.5950214862823486,0.6196264028549194,1,1,1,1,1,1.0,3.907
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_033,A container starts slowly and liveness checks kill it before it finishes initialization. Which probe type should be investigated?,single,contextual,k8s_liveness_readiness_startup_probes,,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,k8s_liveness_readiness_startup_probes,0.8079667687416077,0.8439979553222656,0.8705276250839233,1,1,1,1,1,1.0,4.256
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_034,Auto Scaling should not immediately replace every unhealthy instance at once during a widespread target failure. Which document explains replacement behavior?,single,contextual,aws_ec2_autoscaling_health_checks,,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,aws_ec2_autoscaling_health_checks,0.6147046089172363,0.6641011238098145,0.6720563173294067,1,1,1,1,1,1.0,3.937
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_035,An RDS instance is available but external clients still cannot connect. Which likely network and access settings are described in the corpus?,single,single-troubleshooting,aws_rds_troubleshooting,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,0.9955422282218933,1.055853009223938,1.1323273181915283,1,1,1,1,1,1.0,3.824
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_036,A team wants to verify whether a source can reach a destination in a VPC without manually reading every route and security rule. Which document applies?,single,single-conceptual,aws_vpc_reachability_analyzer,,aws_vpc_reachability_analyzer,aws_vpc_reachability_analyzer,aws_eks_auto_mode_troubleshooting,0.985543966293335,1.0845258235931396,1.0919820070266724,1,1,1,1,1,1.0,3.814
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_037,How do I register for the AWS Certified Solutions Architect exam next month?,out_of_scope,out-of-scope,NONE,,aws_ec2_autoscaling_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_auto_mode_troubleshooting,1.1470531225204468,1.2376418113708496,1.2901062965393066,,,,,,,4.105
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_038,What is the current monthly price for a specific RDS instance class in Seoul region?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_ec2_autoscaling_unhealthy_instances,1.4155926704406738,1.4337618350982666,1.436669111251831,,,,,,,3.961
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_039,How do I fix a Python pandas dataframe merge error in local code?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,k8s_debug_pods,aws_ec2_autoscaling_troubleshooting,1.6859395503997803,1.6948174238204956,1.6955270767211914,,,,,,,4.775
local_all_minilm_l6_v2,sentence-transformers/all-MiniLM-L6-v2,local,384,1024,128,483,eval_040,What is the latest Kubernetes CVE announced this week?,out_of_scope,out-of-scope,NONE,,k8s_resource_management,k8s_configmaps,k8s_horizontal_pod_autoscaling,0.7590063214302063,0.812389612197876,0.8269082903862,,,,,,,4.148
